bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
1575	339	48	0	0	chrX	129762302	129762344	-26278551	-	5S	rRNA	rRNA	-79	42	1	4
1591	551	101	101	0	chrX	131938866	131938955	-24101940	-	5S	rRNA	rRNA	-21	100	2	4
1611	843	200	0	0	chrX	134526280	134526420	-21514475	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4895	4
1614	225	218	83	0	chrX	134974806	134974861	-21066034	-	LSU-rRNA_Hsa	rRNA	rRNA	-3668	1367	1308	4
1618	857	126	8	0	chrX	135428165	135428284	-20612611	-	5S	rRNA	rRNA	0	121	2	4
1659	1331	153	0	0	chrX	140776227	140776442	-15264453	+	LSU-rRNA_Hsa	rRNA	rRNA	4821	5035	0	4
1671	839	149	0	0	chrX	142411052	142411173	-13629722	+	5S	rRNA	rRNA	1	121	0	4
1702	634	144	0	0	chrX	146427482	146427572	-9613323	-	5S	rRNA	rRNA	-31	90	1	4
1714	675	165	34	9	chrX	148008098	148008214	-8032681	-	5S	rRNA	rRNA	-1	120	2	4
1737	619	159	0	0	chrX	151026316	151026404	-5014491	-	5S	rRNA	rRNA	-31	90	3	4
594	525	236	0	9	chrY	1300253	1300364	-55927051	-	5S	rRNA	rRNA	0	121	12	4
608	395	133	0	16	chrY	3136948	3137009	-54090406	+	LSU-rRNA_Hsa	rRNA	rRNA	4639	4698	-337	4
608	726	66	0	0	chrY	3137009	3137100	-54090315	+	LSU-rRNA_Hsa	rRNA	rRNA	4545	4635	-400	4
608	284	139	0	0	chrY	3137091	3137134	-54090281	+	LSU-rRNA_Hsa	rRNA	rRNA	1744	1786	-3249	4
661	859	142	0	0	chrY	10090407	10090527	-47136888	-	5S	rRNA	rRNA	0	121	2	4
662	728	150	8	8	chrY	10092872	10092993	-47134422	-	5S	rRNA	rRNA	0	121	1	4
662	14100	90	16	5	chrY	10197255	10199103	-47028312	+	SSU-rRNA_Hsa	rRNA	rRNA	1	1869	0	4
718	714	157	50	0	chrY	17557863	17557978	-39669437	+	5S	rRNA	rRNA	1	121	0	4
718	648	145	33	8	chrY	17559773	17559891	-39667524	+	5S	rRNA	rRNA	1	121	0	4
719	2494	172	42	38	chrY	17580033	17580559	-39646856	-	LSU-rRNA_Hsa	rRNA	rRNA	-7	5028	4501	4
719	436	218	11	0	chrY	17580557	17580644	-39646771	-	LSU-rRNA_Hsa	rRNA	rRNA	-2340	2695	2608	4
724	463	218	11	0	chrY	18325362	18325449	-38901966	+	LSU-rRNA_Hsa	rRNA	rRNA	2608	2695	-2340	4
724	2669	172	42	38	chrY	18325447	18325973	-38901442	+	LSU-rRNA_Hsa	rRNA	rRNA	4501	5028	-7	4
724	624	145	33	8	chrY	18346120	18346238	-38881177	-	5S	rRNA	rRNA	0	121	1	4
724	690	157	50	0	chrY	18348032	18348147	-38879268	-	5S	rRNA	rRNA	0	121	1	4
741	250	208	0	0	chrY	20520870	20520918	-36706497	+	5S	rRNA	rRNA	74	121	0	4
586	614	126	0	0	chr10	154853	154940	-133642482	-	5S	rRNA	rRNA	-31	90	4	3
587	781	11	0	0	chr10	282035	282125	-133515297	-	5S	rRNA	rRNA	-31	90	1	3
616	272	143	0	0	chr10	4134522	4134564	-129662858	-	5S	rRNA	rRNA	-79	42	1	3
625	799	173	45	0	chr10	5299783	5299910	-128497512	-	LSU-rRNA_Hsa	rRNA	rRNA	-14	5021	4889	3
630	313	71	0	0	chr10	5900317	5900359	-127897063	-	5S	rRNA	rRNA	-79	42	1	3
651	631	216	25	0	chr10	8656715	8656831	-125140591	-	5S	rRNA	rRNA	-2	119	1	3
654	554	161	0	0	chr10	9164326	9164407	-124633015	+	LSU-rRNA_Hsa	rRNA	rRNA	4953	5033	-2	3
663	315	73	0	0	chr10	10323983	10324024	-123473398	-	5S	rRNA	rRNA	-79	42	2	3
663	250	122	0	0	chr10	10324039	10324080	-123473342	-	5S	rRNA	rRNA	-79	42	2	3
683	573	149	0	0	chr10	12924697	12924784	-120872638	-	5S	rRNA	rRNA	-31	90	4	3
689	690	111	0	0	chr10	13727795	13727885	-120069537	+	5S	rRNA	rRNA	1	90	-31	3
696	730	78	0	0	chr10	14663404	14663494	-119133928	-	5S	rRNA	rRNA	-31	90	1	3
727	338	157	0	0	chr10	18618968	18619019	-115178403	+	5S	rRNA	rRNA	1	51	-70	3
734	593	171	0	90	chr10	19633681	19633803	-114163619	-	5S	rRNA	rRNA	-1	120	10	4
746	278	77	0	0	chr10	21165596	21165635	-112631787	+	5S	rRNA	rRNA	2	40	-81	4
751	236	241	17	0	chr10	21858569	21858627	-111938795	-	5S	rRNA	rRNA	-29	92	34	4
760	460	113	0	0	chr10	22997280	22997351	-110800071	+	5S	rRNA	rRNA	42	112	-9	4
767	399	42	0	0	chr10	23868090	23868138	-109929284	+	5S	rRNA	rRNA	1	48	-73	4
772	819	157	0	0	chr10	24640165	24640286	-109157136	+	5S	rRNA	rRNA	1	121	0	4
781	617	147	99	0	chr10	25813808	25813917	-107983505	-	5S	rRNA	rRNA	0	121	1	4
787	523	204	51	0	chr10	26509593	26509686	-107287736	+	5S	rRNA	rRNA	6	103	-18	4
805	718	141	0	0	chr10	28874391	28874490	-104922932	-	5S	rRNA	rRNA	-1	120	22	4
820	246	167	0	0	chr10	30814884	30814926	-102982496	-	5S	rRNA	rRNA	-79	42	1	4
823	459	222	0	0	chr10	31259598	31259688	-102537734	+	5S	rRNA	rRNA	1	90	-31	4
825	321	184	0	0	chr10	31539396	31539445	-102257977	+	5S	rRNA	rRNA	2	50	-71	4
827	353	170	0	0	chr10	31833072	31833125	-101964297	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4982	4
832	1701	218	36	24	chr10	32410318	32410698	-101386724	-	LSU-rRNA_Hsa	rRNA	rRNA	-4650	385	1	4
852	260	277	0	0	chr10	35081948	35082013	-98715409	-	LSU-rRNA_Hsa	rRNA	rRNA	-651	4384	4320	4
873	420	75	0	0	chr10	37834967	37835020	-95962402	+	LSU-rRNA_Hsa	rRNA	rRNA	4980	5032	-3	4
934	252	276	20	48	chr10	45856319	45856422	-87941000	+	5S	rRNA	rRNA	20	119	-2	4
942	268	307	34	9	chr10	46807457	46807572	-86989850	-	5S	rRNA	rRNA	-2	119	2	4
947	245	316	34	9	chr10	47532352	47532467	-86264955	+	5S	rRNA	rRNA	2	119	-2	4
951	245	316	34	9	chr10	48040462	48040577	-85756845	+	5S	rRNA	rRNA	2	119	-2	4
964	2563	126	28	8	chr10	49702990	49703373	-84094049	-	LSU-rRNA_Hsa	rRNA	rRNA	-1009	4026	3636	4
966	268	307	34	9	chr10	49979664	49979779	-83817643	-	5S	rRNA	rRNA	-2	119	2	4
992	470	216	11	0	chr10	53458187	53458275	-80339147	+	5S	rRNA	rRNA	1	89	-32	4
996	496	271	92	0	chr10	53883462	53883591	-79913831	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4893	4
996	340	89	0	0	chr10	53894357	53894402	-79903020	-	5S	rRNA	rRNA	-75	46	2	4
998	256	167	0	0	chr10	54175231	54175273	-79622149	+	5S	rRNA	rRNA	1	42	-79	4
1009	242	343	47	34	chr10	55599856	55600004	-78197418	+	LSU-rRNA_Hsa	rRNA	rRNA	3753	3902	-1133	4
1040	1380	212	20	17	chr10	59688077	59688370	-74109052	-	LSU-rRNA_Hsa	rRNA	rRNA	-1079	3956	3663	4
1042	352	241	25	0	chr10	59919396	59919475	-73877947	+	5S	rRNA	rRNA	4	84	-37	4
1046	264	171	0	0	chr10	60517423	60517464	-73279958	+	5S	rRNA	rRNA	2	42	-79	4
1079	229	191	0	0	chr10	64812445	64812487	-68984935	-	5S	rRNA	rRNA	-79	42	1	4
1096	1516	121	34	8	chr10	67045452	67045710	-66751712	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4770	4
1107	828	125	8	0	chr10	68461406	68461526	-65335896	+	5S	rRNA	rRNA	1	121	0	4
1111	780	200	29	0	chr10	69010398	69010533	-64786889	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4896	4
1147	258	330	17	8	chr10	73706496	73706615	-60090807	+	5S	rRNA	rRNA	2	121	0	4
1151	438	167	0	0	chr10	74227074	74227140	-59570282	+	LSU-rRNA_Hsa	rRNA	rRNA	1952	2017	-3018	4
1176	597	146	0	0	chr10	77587049	77587138	-56210284	+	5S	rRNA	rRNA	2	90	-31	4
1179	497	176	23	0	chr10	77969913	77969998	-55827424	-	LSU-rRNA_Hsa	rRNA	rRNA	-2998	2037	1951	4
1241	824	149	0	0	chr10	86052447	86052568	-47744854	+	5S	rRNA	rRNA	1	121	0	4
1273	231	171	24	0	chr10	90178944	90178985	-43618437	+	5S	rRNA	rRNA	1	42	-79	5
1273	286	143	0	0	chr10	90213476	90213518	-43583904	+	5S	rRNA	rRNA	1	42	-79	5
1276	303	143	0	0	chr10	90686141	90686183	-43111239	-	5S	rRNA	rRNA	-79	42	1	5
1296	589	118	55	0	chr10	93303189	93303274	-40494148	+	5S	rRNA	rRNA	1	90	-31	5
1298	688	100	0	0	chr10	93510590	93510680	-40286742	-	5S	rRNA	rRNA	-31	90	1	5
1303	310	160	0	0	chr10	94192862	94192912	-39604510	+	5S	rRNA	rRNA	1	50	-71	5
1322	621	150	10	0	chr10	96619375	96619475	-37177947	+	5S	rRNA	rRNA	1	101	-20	5
1343	483	90	15	0	chr10	99439054	99439121	-34358301	+	LSU-rRNA_Hsa	rRNA	rRNA	1951	2018	-3017	5
1383	365	147	0	118	chr10	104646766	104646851	-29150571	+	LSU-rRNA_Hsa	rRNA	rRNA	1810	1884	-3151	5
1401	738	45	0	0	chr10	106970021	106970110	-26827312	+	5S	rRNA	rRNA	2	90	-31	5
1403	252	143	0	0	chr10	107345756	107345791	-26451631	+	5S	rRNA	rRNA	1	35	-86	5
1404	618	135	0	0	chr10	107461560	107461649	-26335773	+	5S	rRNA	rRNA	2	90	-31	5
1430	626	167	0	0	chr10	110761141	110761231	-23036191	+	5S	rRNA	rRNA	1	90	-31	5
1452	1149	146	0	0	chr10	113703655	113703819	-20093603	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4871	5
1487	306	73	0	0	chr10	118290701	118290742	-15506680	-	5S	rRNA	rRNA	-79	42	2	5
1504	463	92	58	0	chr10	120529693	120529758	-13267664	+	LSU-rRNA_Hsa	rRNA	rRNA	4966	5034	-1	5
1514	241	238	0	0	chr10	121816793	121816835	-11980587	+	5S	rRNA	rRNA	1	42	-79	5
1523	264	167	0	0	chr10	122957583	122957625	-10839797	+	5S	rRNA	rRNA	1	42	-79	5
1543	365	146	0	0	chr10	125622611	125622666	-8174756	-	5S	rRNA	rRNA	-65	56	2	5
1547	556	189	0	0	chr10	126145492	126145582	-7651840	-	5S	rRNA	rRNA	-31	90	1	5
1550	322	174	225	0	chr10	126574813	126574882	-7222540	+	5S	rRNA	rRNA	2	90	-31	5
630	862	128	0	0	chr11	6016995	6017112	-129069510	+	5S	rRNA	rRNA	1	117	-4	5
651	358	23	0	0	chr11	8717576	8717619	-126369003	-	5S	rRNA	rRNA	-78	43	1	5
655	274	143	0	23	chr11	9209231	9209274	-125877348	+	5S	rRNA	rRNA	1	42	-79	5
668	336	71	0	0	chr11	10902879	10902921	-124183701	-	5S	rRNA	rRNA	-78	43	2	5
686	897	181	28	6	chr11	13263923	13264095	-121822527	+	SSU-rRNA_Hsa	rRNA	rRNA	1131	1306	-563	5
688	575	115	11	0	chr11	13618103	13618190	-121468432	+	5S	rRNA	rRNA	1	88	-33	5
691	694	101	0	0	chr11	13907500	13907589	-121179033	-	5S	rRNA	rRNA	-31	90	2	5
692	672	126	0	0	chr11	14134985	14135080	-120951542	+	5S	rRNA	rRNA	1	95	-26	5
724	730	154	8	0	chr11	18248386	18248503	-116838119	-	5S	rRNA	rRNA	0	121	4	6
724	730	154	8	0	chr11	18266395	18266512	-116820110	+	5S	rRNA	rRNA	4	121	0	6
728	613	246	0	8	chr11	18749160	18749279	-116337343	-	LSU-rRNA_Hsa	rRNA	rRNA	-8	5027	4910	6
733	798	33	0	0	chr11	19401891	19401981	-115684641	-	5S	rRNA	rRNA	-31	90	1	6
745	292	146	0	0	chr11	21000839	21000880	-114085742	-	5S	rRNA	rRNA	-80	41	1	6
745	704	47	0	0	chr11	21000880	21000965	-114085657	-	5S	rRNA	rRNA	-2	119	35	6
747	228	225	0	0	chr11	21297229	21297269	-113789353	-	5S	rRNA	rRNA	-81	40	1	6
748	545	164	96	9	chr11	21383804	21383909	-113702713	-	5S	rRNA	rRNA	-6	115	1	6
756	455	287	223	38	chr11	22480687	22480980	-112605642	+	LSU-rRNA_Hsa	rRNA	rRNA	90	452	-4583	6
758	652	89	0	0	chr11	22688350	22688440	-112398182	+	5S	rRNA	rRNA	1	90	-31	6
791	427	179	124	0	chr11	27107731	27107809	-107978813	-	5S	rRNA	rRNA	-31	90	2	6
794	601	135	0	0	chr11	27521636	27521725	-107564897	-	5S	rRNA	rRNA	-31	90	2	6
806	277	128	0	0	chr11	29031711	29031750	-106054872	+	5S	rRNA	rRNA	4	42	-79	6
826	362	120	0	0	chr11	31599888	31599938	-103486684	-	5S	rRNA	rRNA	-71	50	1	6
830	325	73	0	0	chr11	32164185	32164226	-102922396	+	5S	rRNA	rRNA	2	42	-79	6
838	377	183	0	0	chr11	33264375	33264435	-101822187	-	5S	rRNA	rRNA	-31	90	31	6
880	229	171	0	0	chr11	38763632	38763673	-96322949	+	5S	rRNA	rRNA	2	42	-79	6
892	242	97	0	0	chr11	40261218	40261249	-94825373	+	LSU-rRNA_Hsa	rRNA	rRNA	1983	2013	-3022	6
949	563	209	83	0	chr11	47804291	47804401	-87282221	-	5S	rRNA	rRNA	0	121	2	6
954	356	227	51	0	chr11	48477871	48477946	-86608676	+	5S	rRNA	rRNA	1	79	-42	6
962	323	160	0	0	chr11	49426159	49426209	-85660413	-	5S	rRNA	rRNA	-29	92	43	6
965	297	276	50	0	chr11	49935747	49935823	-85150799	-	5S	rRNA	rRNA	-41	80	1	6
1001	324	253	51	0	chr11	54648777	54648852	-80437770	+	5S	rRNA	rRNA	1	79	-42	6
1023	579	149	0	0	chr11	57450182	57450269	-77636353	+	5S	rRNA	rRNA	1	87	-34	6
1026	341	91	0	0	chr11	57819652	57819696	-77266926	-	5S	rRNA	rRNA	-77	44	1	6
1077	292	160	0	74	chr11	64506488	64506542	-70580080	-	5S	rRNA	rRNA	-71	50	1	6
1105	1187	213	117	25	chr11	68231575	68231970	-66854652	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4604	6
1109	607	102	0	11	chr11	68804128	68804217	-66282405	+	5S	rRNA	rRNA	3	90	-31	6
1133	301	196	0	0	chr11	71845208	71845259	-63241363	-	5S	rRNA	rRNA	-70	51	1	6
1143	239	329	0	12	chr11	73202391	73202471	-61884151	+	5S	rRNA	rRNA	43	121	0	6
1147	263	290	108	18	chr11	73792053	73792162	-61294460	+	LSU-rRNA_Hsa	rRNA	rRNA	1762	1881	-3154	6
1151	723	78	0	0	chr11	74198764	74198854	-60887768	-	5S	rRNA	rRNA	-31	90	1	6
1164	557	159	22	0	chr11	75934932	75935020	-59151602	+	5S	rRNA	rRNA	1	90	-31	6
1165	464	263	116	13	chr11	76147486	76147640	-58938982	+	LSU-rRNA_Hsa	rRNA	rRNA	4863	5034	-1	6
1179	2858	34	0	0	chr11	77886427	77886755	-57199867	+	LSU-rRNA_Hsa	rRNA	rRNA	3635	3962	-1073	6
1219	542	108	24	0	chr11	83104910	83104993	-51981629	+	LSU-rRNA_Hsa	rRNA	rRNA	4950	5034	-1	7
1234	1108	162	112	0	chr11	85081561	85081752	-50004870	-	SSU-rRNA_Hsa	rRNA	rRNA	-1061	808	594	7
1234	335	188	0	30	chr11	85081736	85081802	-50004820	-	SSU-rRNA_Hsa	rRNA	rRNA	-984	885	822	7
1237	2293	37	84	0	chr11	85483967	85484263	-49602359	+	LSU-rRNA_Hsa	rRNA	rRNA	254	576	-4459	7
1241	531	314	96	50	chr11	86044279	86044577	-49042045	-	LSU-rRNA_Hsa	rRNA	rRNA	-999	4036	3724	7
1245	436	322	20	7	chr11	86535320	86535470	-48551152	+	SSU-rRNA_Hsa	rRNA	rRNA	1516	1667	-202	7
1257	341	267	0	26	chr11	88131569	88131646	-46954976	+	5S	rRNA	rRNA	2	76	-45	7
1266	318	160	0	0	chr11	89274348	89274398	-45812224	+	5S	rRNA	rRNA	43	92	-29	7
1307	261	356	15	8	chr11	94720066	94720199	-40366423	+	LSU-rRNA_Hsa	rRNA	rRNA	252	385	-4650	7
1313	614	112	0	0	chr11	95524045	95524134	-39562488	-	5S	rRNA	rRNA	-32	89	1	7
1316	618	103	22	0	chr11	95840036	95840123	-39246499	-	5S	rRNA	rRNA	-31	90	2	7
1330	773	174	0	0	chr11	97657463	97657584	-37429038	+	5S	rRNA	rRNA	1	121	0	7
1342	272	143	0	0	chr11	99349155	99349197	-35737425	+	5S	rRNA	rRNA	1	42	-79	7
1363	397	81	235	0	chr11	102057853	102057915	-33028707	+	5S	rRNA	rRNA	1	81	-40	7
1363	436	175	111	0	chr11	102057917	102057997	-33028625	+	5S	rRNA	rRNA	1	90	-31	7
1366	304	236	0	0	chr11	102399565	102399620	-32687002	+	5S	rRNA	rRNA	1	55	-66	7
1373	273	327	74	18	chr11	103408915	103409080	-31677542	-	LSU-rRNA_Hsa	rRNA	rRNA	-1135	3900	3726	7
1380	548	60	0	0	chr11	104252582	104252649	-30833973	+	5S	rRNA	rRNA	25	91	-30	7
1389	264	167	0	0	chr11	105394960	105395002	-29691620	+	5S	rRNA	rRNA	1	42	-79	7
1396	243	167	0	0	chr11	106330976	106331018	-28755604	-	5S	rRNA	rRNA	-79	42	1	7
1417	744	117	83	0	chr11	109120875	109120986	-25965636	-	5S	rRNA	rRNA	0	121	1	7
1425	271	167	0	0	chr11	110151418	110151460	-24935162	-	5S	rRNA	rRNA	-79	42	1	7
1432	712	67	0	0	chr11	111040119	111040208	-24046414	-	5S	rRNA	rRNA	-32	89	1	7
1438	1128	141	45	0	chr11	111821183	111821353	-23265269	-	LSU-rRNA_Hsa	rRNA	rRNA	-729	4306	4129	7
1438	1977	132	25	65	chr11	111821391	111821638	-23264984	-	LSU-rRNA_Hsa	rRNA	rRNA	-1075	3960	3726	7
1438	1977	132	25	65	chr11	111821932	111822024	-23264598	-	LSU-rRNA_Hsa	rRNA	rRNA	-1310	3725	3635	7
1438	572	107	0	0	chr11	111928403	111928478	-23158144	+	5S	rRNA	rRNA	5	79	-42	7
1450	247	233	0	0	chr11	113427174	113427217	-21659405	+	5S	rRNA	rRNA	1	43	-78	7
1535	796	33	0	0	chr11	124636458	124636548	-10450074	+	5S	rRNA	rRNA	1	90	-31	7
1539	300	98	0	0	chr11	125153300	125153341	-9933281	-	5S	rRNA	rRNA	-80	41	1	7
1567	378	198	100	0	chr11	128734273	128734354	-6352268	+	5S	rRNA	rRNA	1	90	-31	7
1571	652	47	55	0	chr11	129289903	129289988	-5796634	+	5S	rRNA	rRNA	1	90	-31	7
1572	256	350	0	12	chr11	129408949	129409030	-5677592	+	LSU-rRNA_Hsa	rRNA	rRNA	2456	2535	-2500	7
585	429	185	58	0	chr12	51205	51286	-133224023	-	5S	rRNA	rRNA	-33	88	3	7
660	240	174	42	0	chr12	9951833	9951879	-123323430	+	5S	rRNA	rRNA	2	49	-72	7
673	287	167	0	0	chr12	11561870	11561912	-121713397	+	5S	rRNA	rRNA	1	42	-79	7
679	318	98	0	0	chr12	12337965	12338006	-120937303	-	5S	rRNA	rRNA	-79	42	2	7
684	825	0	0	0	chr12	13046151	13046241	-120229068	+	5S	rRNA	rRNA	1	90	-31	7
686	387	64	0	0	chr12	13287732	13287779	-119987530	-	5S	rRNA	rRNA	-74	47	1	7
687	698	77	0	11	chr12	13440909	13441001	-119834308	-	5S	rRNA	rRNA	-30	91	1	7
715	420	200	11	62	chr12	17066783	17066861	-116208448	-	5S	rRNA	rRNA	-30	91	19	8
715	420	200	11	62	chr12	17067223	17067240	-116208069	-	5S	rRNA	rRNA	-103	18	1	8
725	852	196	0	0	chr12	18358244	18358382	-114916927	-	LSU-rRNA_Hsa	rRNA	rRNA	-3169	1866	1729	8
725	315	250	15	0	chr12	18358393	18358457	-114916852	-	LSU-rRNA_Hsa	rRNA	rRNA	-3123	1912	1848	8
735	312	333	76	0	chr12	19773210	19773369	-113501940	+	LSU-rRNA_Hsa	rRNA	rRNA	1710	1881	-3154	8
741	1355	30	0	6	chr12	20551423	20551588	-112723721	+	SSU-rRNA_Hsa	rRNA	rRNA	1278	1441	-428	8
786	596	132	0	0	chr12	26373650	26373733	-106901576	-	5S	rRNA	rRNA	-38	83	1	8
797	304	77	0	0	chr12	27807782	27807821	-105467488	-	5S	rRNA	rRNA	-82	39	1	8
802	764	22	0	0	chr12	28505393	28505483	-104769826	+	5S	rRNA	rRNA	1	90	-31	8
816	621	122	0	11	chr12	30306434	30306525	-102968784	-	5S	rRNA	rRNA	-31	90	1	8
817	271	146	0	0	chr12	30504099	30504140	-102771169	+	5S	rRNA	rRNA	2	42	-79	8
819	323	217	0	68	chr12	30693875	30693949	-102581360	+	5S	rRNA	rRNA	1	69	-52	8
819	311	200	16	0	chr12	30734758	30734818	-102540491	-	SSU-rRNA_Hsa	rRNA	rRNA	-571	1298	1238	8
824	291	122	0	0	chr12	31434400	31434441	-101840868	-	5S	rRNA	rRNA	-79	42	2	8
833	326	180	0	0	chr12	32511838	32511888	-100763421	+	5S	rRNA	rRNA	1	50	-71	8
845	338	132	0	0	chr12	34203868	34203921	-99071388	+	5S	rRNA	rRNA	69	121	0	8
845	845	107	0	0	chr12	34205698	34205819	-99069490	+	5S	rRNA	rRNA	1	121	0	8
846	1525	183	65	3	chr12	34219380	34219670	-99055639	-	LSU-rRNA_Hsa	rRNA	rRNA	-7	5028	4720	8
846	684	95	0	134	chr12	34219672	34219806	-99055503	-	LSU-rRNA_Hsa	rRNA	rRNA	-419	4616	4501	8
846	423	221	23	0	chr12	34219804	34219890	-99055419	-	LSU-rRNA_Hsa	rRNA	rRNA	-2340	2695	2608	8
875	382	218	11	0	chr12	38137574	38137661	-95137648	+	LSU-rRNA_Hsa	rRNA	rRNA	2608	2695	-2340	8
875	1399	164	150	6	chr12	38137655	38138128	-95137181	+	LSU-rRNA_Hsa	rRNA	rRNA	4495	5035	0	8
876	684	144	25	8	chr12	38161463	38161582	-95113727	-	5S	rRNA	rRNA	0	121	1	8
876	811	104	50	0	chr12	38163400	38163515	-95111794	-	5S	rRNA	rRNA	0	121	1	8
887	390	134	130	0	chr12	39639338	39639405	-93635904	+	5S	rRNA	rRNA	14	90	-31	8
902	528	198	0	0	chr12	41658679	41658765	-91616544	+	5S	rRNA	rRNA	5	90	-31	8
918	340	200	0	0	chr12	43689167	43689222	-89586087	+	5S	rRNA	rRNA	1	55	-66	8
928	281	180	20	0	chr12	45023618	45023668	-88251641	+	5S	rRNA	rRNA	1	51	-70	8
929	789	152	8	0	chr12	45117771	45117889	-88157420	+	5S	rRNA	rRNA	2	120	-1	8
937	274	167	0	0	chr12	46240981	46241023	-87034286	+	5S	rRNA	rRNA	1	42	-79	8
952	278	235	191	0	chr12	48194457	48194525	-85080784	+	LSU-rRNA_Hsa	rRNA	rRNA	4937	5020	-15	8
956	422	159	0	0	chr12	48677989	48678052	-84597257	+	5S	rRNA	rRNA	4	66	-55	8
968	357	100	0	0	chr12	50243442	50243492	-83031817	+	5S	rRNA	rRNA	1	50	-71	8
983	252	204	0	0	chr12	52185982	52186031	-81089278	+	5S	rRNA	rRNA	31	79	-42	8
1018	595	221	96	0	chr12	56870568	56870681	-76404628	+	LSU-rRNA_Hsa	rRNA	rRNA	4831	4955	-80	8
1018	261	191	0	0	chr12	56870726	56870768	-76404541	+	5S	rRNA	rRNA	1	42	-79	8
1046	238	139	0	0	chr12	60484263	60484299	-72791010	-	LSU-rRNA_Hsa	rRNA	rRNA	-3584	1451	1416	8
1061	269	125	0	24	chr12	62394030	62394071	-70881238	+	5S	rRNA	rRNA	2	41	-80	8
1099	594	259	15	0	chr12	67372866	67373001	-65902308	-	LSU-rRNA_Hsa	rRNA	rRNA	-668	4367	4231	8
1104	250	329	23	0	chr12	68077585	68077670	-65197639	+	5S	rRNA	rRNA	2	88	-33	8
1110	488	167	0	0	chr12	68929058	68929130	-64346179	+	LSU-rRNA_Hsa	rRNA	rRNA	4960	5031	-4	8
1116	314	203	45	0	chr12	69669255	69669319	-63605990	-	LSU-rRNA_Hsa	rRNA	rRNA	-723	4312	4246	8
1130	244	191	0	0	chr12	71543121	71543163	-61732146	-	5S	rRNA	rRNA	-79	42	1	8
1132	341	151	0	0	chr12	71735692	71735745	-61539564	-	5S	rRNA	rRNA	-32	89	37	8
1133	322	71	0	0	chr12	71835173	71835215	-61440094	-	5S	rRNA	rRNA	-79	42	1	8
1156	632	200	35	0	chr12	74953560	74953670	-58321639	-	LSU-rRNA_Hsa	rRNA	rRNA	-2673	2362	2249	8
1156	623	234	42	0	chr12	74953695	74953832	-58321477	-	LSU-rRNA_Hsa	rRNA	rRNA	-2927	2108	1966	8
1161	459	246	121	33	chr12	75498064	75498304	-57777005	+	LSU-rRNA_Hsa	rRNA	rRNA	3569	3832	-1203	8
1194	674	175	10	0	chr12	79878312	79878415	-53396894	-	5S	rRNA	rRNA	-10	111	8	8
1218	429	69	17	0	chr12	83064642	83064700	-50210609	-	5S	rRNA	rRNA	-31	90	32	8
1234	453	78	15	0	chr12	85168918	85168982	-48106327	-	LSU-rRNA_Hsa	rRNA	rRNA	-463	4572	4508	9
1242	228	195	0	0	chr12	86187202	86187243	-47088066	+	5S	rRNA	rRNA	3	43	-78	9
1256	457	165	34	66	chr12	88051693	88051784	-45223525	+	5S	rRNA	rRNA	2	89	-32	9
1259	236	205	0	0	chr12	88388550	88388589	-44886720	-	5S	rRNA	rRNA	-82	39	1	9
1269	617	118	0	0	chr12	89726933	89727018	-43548291	+	5S	rRNA	rRNA	2	86	-35	9
1273	272	143	0	0	chr12	90288921	90288963	-42986346	-	5S	rRNA	rRNA	-79	42	1	9
1286	296	95	0	0	chr12	91906909	91906951	-41368358	+	5S	rRNA	rRNA	1	42	-79	9
1302	341	342	18	24	chr12	94054962	94055127	-39220182	+	LSU-rRNA_Hsa	rRNA	rRNA	4355	4518	-517	9
1302	263	281	35	35	chr12	94056424	94056509	-39218800	+	LSU-rRNA_Hsa	rRNA	rRNA	4435	4519	-516	9
1304	361	259	34	12	chr12	94330467	94330553	-38944756	+	SSU-rRNA_Hsa	rRNA	rRNA	1109	1196	-673	9
1305	232	289	38	13	chr12	94443405	94443482	-38831827	-	LSU-rRNA_Hsa	rRNA	rRNA	-760	4275	4197	9
1328	274	188	0	0	chr12	97440227	97440275	-35835034	-	5S	rRNA	rRNA	-73	48	1	9
1337	327	95	0	0	chr12	98633946	98633988	-34641321	-	5S	rRNA	rRNA	-79	42	1	9
1340	679	79	0	0	chr12	99083815	99083904	-34191405	-	5S	rRNA	rRNA	-31	90	2	9
1359	467	280	0	0	chr12	101472339	101472446	-31802863	+	5S	rRNA	rRNA	2	108	-13	9
1361	781	44	0	0	chr12	101779813	101779904	-31495405	+	5S	rRNA	rRNA	1	91	-30	9
1361	640	112	0	22	chr12	101836817	101836908	-31438401	+	5S	rRNA	rRNA	2	90	-31	9
1362	825	113	16	39	chr12	101885317	101885446	-31389863	-	LSU-rRNA_Hsa	rRNA	rRNA	0	5035	4910	9
1377	728	173	0	0	chr12	103926071	103926181	-29349128	-	SSU-rRNA_Hsa	rRNA	rRNA	-1133	736	627	9
